ID,name,location,jobrole,department,language,author,keyword
106290,Michell Platini290,Chicago,Senior Sales Rep,Sales,English,James Cook...80,*
106291,Michell Platini291,Manchester,Sales Manager,Sales,English,James Cook...81,*
106292,Michell Platini292,Tucson,Sales Rep,Sales,Spanish,James Cook...82,*
106293,Michell Platini293,Cincinati,Trainer,Training,English,James Cook...83,*
106294,Michell Platini294,Baltimore,Technical Writer,Training,English,James Cook...84,*
106295,Michell Platini295,New Jersey,Trainer,Training,English,James Cook...85,*
106296,Michell Platini296,Honolulu,Traning Manager,Training,English,James Cook...86,*
106297,Michell Platini297,Fairbanks,IT Support,Transportation,English,James Cook...87,HelpDesk
106298,Michell Platini298,Anchorage,Delivery,Transportation,English,James Cook...88,*
106299,Michell Platini299,Salt Lake City,Transportation Manager,Transportation,English,James Cook...89,*
106300,Michell Platini300,San Diego,Delivery,Transportation,English,James Cook...90,*
106301,Michell Platini301,Boston,Accountant,Accounting,English,James Cook...91,Non-GAAP
106302,Michell Platini302,New York,Accounting Manager,Accounting,English,James Cook...92,Non-GAAP
106303,Michell Platini303,Los Angeles,Accountant,Accounting,English,James Cook...93,Non-GAAP
106304,Michell Platini304,Phoenix,Technical Support,Accounting,English,James Cook...94,HelpDesk
106305,Michell Platini305,Houston,Forecaster,Finance,English,James Cook...95,Big Data
106306,Michell Platini306,Austin,Investment,Finance,English,James Cook...183,Federal Reserve
106307,Michell Platini307,Seattle,Investment,Finance,English,James Cook...184,Federal Reserve
106308,Michell Platini308,San Francisco,Technical Support,Finance,English,James Cook...185,HelpDesk
106309,Michell Platini309,Atlanta,Recruiter,Human Resources,English,James Cook...186,Talent Management
106310,Michell Platini310,Denver,Recruiter,Human Resources,English,James Cook...187,Talent Management
106311,Michell Platini311,Portland,Hiring Manager,Human Resources,English,James Cook...188,*
106312,Michell Platini312,Miami,HR Manager,Human Resources,Spanish,James Cook...189,*
106313,Michell Platini313,Orlando,Planning,Operations,English,James Cook...190,*
106314,Michell Platini314,Charlotte,IT Support,Operations,English,James Cook...191,HelpDesk
106315,Michell Platini315,Chicago,Planning,Operations,English,James Cook...192,*
106316,Michell Platini316,Manchester,IT Support,Operations,English,James Cook...193,HelpDesk
106317,Michell Platini317,Tucson,Sales Rep,Sales,Spanish,James Cook...194,*
106318,Michell Platini318,Cincinati,Senior Sales Rep,Sales,English,James Cook...195,*
106319,Michell Platini319,Baltimore,Sales Manager,Sales,English,James Cook...196,*
106320,Michell Platini320,New Jersey,Sales Rep,Sales,English,James Cook...197,*
106321,Michell Platini321,Honolulu,Trainer,Training,English,James Cook...198,*
106322,Michell Platini322,Fairbanks,Technical Writer,Training,English,James Cook...199,*
106323,Michell Platini323,Anchorage,Trainer,Training,English,James Cook...200,*
106324,Michell Platini324,Salt Lake City,Traning Manager,Training,English,James Cook...201,*
106325,Michell Platini325,San Diego,IT Support,Transportation,English,James Cook...202,HelpDesk
106326,Michell Platini326,Boston,Delivery,Transportation,English,James Cook...203,*
106327,Michell Platini327,New York,Transportation Manager,Transportation,English,James Cook...204,*
106328,Michell Platini328,Los Angeles,Delivery,Transportation,English,James Cook...205,*
106329,Michell Platini329,Phoenix,Accountant,Accounting,English,James Cook...206,Non-GAAP
106330,Michell Platini330,Houston,Accounting Manager,Accounting,English,James Cook...207,Non-GAAP
106331,Michell Platini331,Austin,Accountant,Accounting,English,James Cook...208,Non-GAAP
106332,Michell Platini332,Seattle,Technical Support,Accounting,English,James Cook...209,HelpDesk
106333,Michell Platini333,San Francisco,Forecaster,Finance,English,James Cook...210,Big Data
106334,Michell Platini334,Atlanta,Investment,Finance,English,James Cook...211,Federal Reserve
106335,Michell Platini335,Denver,Investment,Finance,English,James Cook...212,Federal Reserve
106336,Michell Platini336,Portland,Technical Support,Finance,English,James Cook...213,HelpDesk
106337,Michell Platini337,Miami,Recruiter,Human Resources,Spanish,James Cook...214,Talent Management
106338,Michell Platini338,Orlando,Recruiter,Human Resources,English,James Cook...215,Talent Management
106339,Michell Platini339,Charlotte,Hiring Manager,Human Resources,English,James Cook...216,*
106340,Michell Platini340,Chicago,HR Manager,Human Resources,English,James Cook...217,*
106341,Michell Platini341,Manchester,Planning,Operations,English,James Cook...218,*
106342,Michell Platini342,Tucson,IT Support,Operations,Spanish,James Cook...219,HelpDesk
106343,Michell Platini343,Cincinati,Planning,Operations,English,James Cook...220,*
106344,Michell Platini344,Baltimore,IT Support,Operations,English,James Cook...221,HelpDesk
106345,Michell Platini345,New Jersey,Sales Rep,Sales,English,James Cook...222,*
106346,Michell Platini346,Honolulu,Senior Sales Rep,Sales,English,James Cook...223,*
106347,Michell Platini347,Fairbanks,Sales Manager,Sales,English,James Cook...224,*
106348,Michell Platini348,Anchorage,Sales Rep,Sales,English,James Cook...225,*
106349,Michell Platini349,Salt Lake City,Trainer,Training,English,James Cook...226,*
106350,Michell Platini350,San Diego,Technical Writer,Training,English,James Cook...227,*
106351,Michell Platini351,Boston,Trainer,Training,English,James Cook...228,*
106352,Michell Platini352,New York,Traning Manager,Training,English,James Cook...229,*
106353,Michell Platini353,Los Angeles,IT Support,Transportation,English,James Cook...230,HelpDesk
106354,Michell Platini354,Phoenix,Delivery,Transportation,English,James Cook...231,*
106355,Michell Platini355,Houston,Transportation Manager,Transportation,English,James Cook...232,*
106356,Michell Platini356,Austin,Delivery,Transportation,English,James Cook...233,*
106357,Michell Platini357,Seattle,Accountant,Accounting,English,James Cook...234,Non-GAAP
106358,Michell Platini358,San Francisco,Accounting Manager,Accounting,English,James Cook...235,Non-GAAP
106359,Michell Platini359,Atlanta,Accountant,Accounting,English,James Cook...236,Non-GAAP
106360,Michell Platini360,Denver,Technical Support,Accounting,English,James Cook...237,HelpDesk
106361,Michell Platini361,Portland,Forecaster,Finance,English,James Cook...238,Big Data
106362,Michell Platini362,Miami,Investment,Finance,Spanish,James Cook...239,Federal Reserve
106363,Michell Platini363,Orlando,Investment,Finance,English,James Cook...240,Federal Reserve
106364,Michell Platini364,Charlotte,Technical Support,Finance,English,James Cook...241,HelpDesk
106365,Michell Platini365,Chicago,Recruiter,Human Resources,English,James Cook...329,Talent Management
106366,Michell Platini366,Manchester,Recruiter,Human Resources,English,James Cook...330,*
106367,Michell Platini367,Tucson,Hiring Manager,Human Resources,Spanish,James Cook...331,*
106368,Michell Platini368,Cincinati,HR Manager,Human Resources,English,James Cook...332,*
106369,Michell Platini369,Baltimore,Planning,Operations,English,James Cook...333,*
106370,Michell Platini370,New Jersey,IT Support,Operations,English,James Cook...334,HelpDesk
106371,Michell Platini371,Honolulu,Planning,Operations,English,James Cook...335,*
106372,Michell Platini372,Fairbanks,IT Support,Operations,English,James Cook...336,HelpDesk
106373,Michell Platini373,Anchorage,Sales Rep,Sales,English,James Cook...337,*
106374,Michell Platini374,Salt Lake City,Senior Sales Rep,Sales,English,James Cook...338,*
106375,Michell Platini375,San Diego,Sales Manager,Sales,English,James Cook...339,*
106376,Michell Platini376,Boston,Sales Rep,Sales,English,James Cook...340,*
106377,Michell Platini377,New York,Trainer,Training,English,James Cook...341,*
106378,Michell Platini378,Los Angeles,Technical Writer,Training,English,James Cook...342,*
106379,Michell Platini379,Phoenix,Trainer,Training,English,James Cook...343,*
106380,Michell Platini380,Houston,Traning Manager,Training,English,James Cook...344,*
106381,Michell Platini381,Austin,IT Support,Transportation,English,James Cook...345,HelpDesk
106382,Michell Platini382,Seattle,Delivery,Transportation,English,James Cook...346,*
106383,Michell Platini383,San Francisco,Transportation Manager,Transportation,English,James Cook...347,*
106384,Michell Platini384,Atlanta,Delivery,Transportation,English,James Cook...348,*
106385,Michell Platini385,Denver,Accountant,Accounting,English,James Cook...349,Non-GAAP
106386,Michell Platini386,Portland,Accounting Manager,Accounting,English,James Cook...350,Non-GAAP
106387,Michell Platini387,Miami,Accountant,Accounting,Spanish,James Cook...351,Non-GAAP
106388,Michell Platini388,Orlando,Technical Support,Accounting,English,James Cook...352,HelpDesk
106389,Michell Platini389,Charlotte,Forecaster,Finance,English,James Cook...353,Big Data
106390,Michell Platini390,Chicago,Investment,Finance,English,James Cook...354,Federal Reserve
106391,Michell Platini391,Manchester,Investment,Finance,English,James Cook...355,Federal Reserve
106392,Michell Platini392,Tucson,Technical Support,Finance,Spanish,James Cook...356,HelpDesk
106393,Michell Platini393,Cincinati,Recruiter,Human Resources,English,James Cook...357,*
106394,Michell Platini394,Baltimore,Recruiter,Human Resources,English,James Cook...358,*
106395,Michell Platini395,New Jersey,Hiring Manager,Human Resources,English,James Cook...359,*
106396,Michell Platini396,Honolulu,HR Manager,Human Resources,English,James Cook...360,*
106397,Michell Platini397,Fairbanks,Planning,Operations,English,James Cook...361,*
106398,Michell Platini398,Anchorage,IT Support,Operations,English,James Cook...362,HelpDesk
106399,Michell Platini399,Salt Lake City,Planning,Operations,English,James Cook...363,*
106400,Michell Platini400,San Diego,IT Support,Operations,English,James Cook...364,HelpDesk
106401,Michell Platini401,Boston,Sales Rep,Sales,English,James Cook...365,*
106402,Michell Platini402,New York,Senior Sales Rep,Sales,English,James Cook...366,*
106403,Michell Platini403,Los Angeles,Sales Manager,Sales,English,James Cook...367,*
106404,Michell Platini404,Phoenix,Sales Rep,Sales,English,James Cook...368,*
106405,Michell Platini405,Houston,Trainer,Training,English,James Cook...369,*
106406,Michell Platini406,Austin,Technical Writer,Training,English,James Cook...370,*
106407,Michell Platini407,Seattle,Trainer,Training,English,James Cook...371,*
106408,Michell Platini408,San Francisco,Traning Manager,Training,English,James Cook...372,*
106409,Michell Platini409,Atlanta,IT Support,Transportation,English,James Cook...373,HelpDesk
106410,Michell Platini410,Denver,Delivery,Transportation,English,James Cook...374,*
106411,Michell Platini411,Portland,Transportation Manager,Transportation,English,James Cook...375,*
106412,Michell Platini412,Miami,Delivery,Transportation,Spanish,James Cook...376,*
106413,Michell Platini413,Orlando,Accountant,Accounting,English,James Cook...377,Non-GAAP
106414,Michell Platini414,Charlotte,Accounting Manager,Accounting,English,James Cook...378,Non-GAAP
106415,Michell Platini415,Chicago,Accountant,Accounting,English,James Cook...379,Non-GAAP
106416,Michell Platini416,Manchester,Technical Support,Accounting,English,James Cook...380,HelpDesk
106417,Michell Platini417,Tucson,Forecaster,Finance,Spanish,James Cook...381,Big Data
106418,Michell Platini418,Cincinati,Investment,Finance,English,James Cook...382,Federal Reserve
106419,Michell Platini419,Baltimore,Investment,Finance,English,James Cook...383,Federal Reserve
106420,Michell Platini420,New Jersey,Technical Support,Finance,English,James Cook...384,HelpDesk
106421,Michell Platini421,Honolulu,Recruiter,Human Resources,English,James Cook...385,*
106422,Michell Platini422,Fairbanks,Recruiter,Human Resources,English,James Cook...386,*
106423,Michell Platini423,Anchorage,Hiring Manager,Human Resources,English,James Cook...387,*
106424,Michell Platini424,Salt Lake City,HR Manager,Human Resources,English,James Cook...475,*
106425,Michell Platini425,San Diego,Planning,Operations,English,James Cook...476,*
106426,Michell Platini426,Boston,IT Support,Operations,English,James Cook...477,HelpDesk
106427,Michell Platini427,New York,Planning,Operations,English,James Cook...478,*
106428,Michell Platini428,Los Angeles,IT Support,Operations,English,James Cook...479,HelpDesk
106429,Michell Platini429,Phoenix,Sales Rep,Sales,English,James Cook...480,*
106430,Michell Platini430,Houston,Senior Sales Rep,Sales,English,James Cook...481,*
106431,Michell Platini431,Austin,Sales Manager,Sales,English,James Cook...482,*
106432,Michell Platini432,Seattle,Sales Rep,Sales,English,James Cook...483,*
106433,Michell Platini433,San Francisco,Trainer,Training,English,James Cook...484,*
106434,Michell Platini434,Atlanta,Technical Writer,Training,English,James Cook...485,*
106435,Michell Platini435,Denver,Trainer,Training,English,James Cook...486,*
106436,Michell Platini436,Portland,Traning Manager,Training,English,James Cook...487,*
106437,Michell Platini437,Miami,IT Support,Transportation,Spanish,James Cook...488,HelpDesk
106438,Michell Platini438,Orlando,Delivery,Transportation,English,James Cook...489,*
106439,Michell Platini439,Charlotte,Transportation Manager,Transportation,English,James Cook...490,*
106440,Michell Platini440,Chicago,Delivery,Transportation,English,James Cook...491,*
106441,Michell Platini441,Manchester,Accountant,Accounting,English,James Cook...492,Non-GAAP
106442,Michell Platini442,Tucson,Accounting Manager,Accounting,Spanish,James Cook...493,Non-GAAP
106443,Michell Platini443,Cincinati,Accountant,Accounting,English,James Cook...494,Non-GAAP
106444,Michell Platini444,Baltimore,Technical Support,Accounting,English,James Cook...495,HelpDesk
106445,Michell Platini445,New Jersey,Forecaster,Finance,English,James Cook...496,Big Data
106446,Michell Platini446,Honolulu,Investment,Finance,English,James Cook...497,Federal Reserve
106447,Michell Platini447,Fairbanks,Investment,Finance,English,James Cook...498,Federal Reserve
106448,Michell Platini448,Anchorage,Technical Support,Finance,English,James Cook...499,HelpDesk
106449,Michell Platini449,Salt Lake City,Recruiter,Human Resources,English,James Cook...500,*
106450,Michell Platini450,San Diego,Recruiter,Human Resources,English,Mary Blackwell...1,*
106451,Michell Platini451,Boston,Hiring Manager,Human Resources,English,Mary Blackwell...2,*
106452,Michell Platini452,New York,HR Manager,Human Resources,English,Mary Blackwell...3,*
106453,Michell Platini453,Los Angeles,Planning,Operations,English,Mary Blackwell...4,*
106454,Michell Platini454,Phoenix,IT Support,Operations,English,Mary Blackwell...5,HelpDesk
106455,Michell Platini455,Houston,Planning,Operations,English,Mary Blackwell...6,*
106456,Michell Platini456,Austin,IT Support,Operations,English,Mary Blackwell...7,HelpDesk
106457,Michell Platini457,Seattle,Sales Rep,Sales,English,Mary Blackwell...8,*
106458,Michell Platini458,San Francisco,Senior Sales Rep,Sales,English,Mary Blackwell...9,*
106459,Michell Platini459,Atlanta,Sales Manager,Sales,English,Mary Blackwell...10,*
106460,Michell Platini460,Denver,Sales Rep,Sales,English,Mary Blackwell...11,*
106461,Michell Platini461,Portland,Trainer,Training,English,Mary Blackwell...12,*
